master_id,codice_fiscale,denominazione,regione,provincia,comune,regione_normalizzata,provincia_normalizzata,comune_normalizzato,discipline_praticate,sport_normalizzati,organisms,source_ids,source_count
reg_fa9e6d772039c6aa,94629890156,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""GRUPPO SPORTIVO ORATORIO SAN CARLO""",Lombardia,MB,Muggiò,Lombardia,MB,Muggiò,"Calcio (a 11), Calcio (a 7)",calcio,CSI,103542,1
reg_8af6a7f329c55af8,94632050152,POLISPORTIVA SAN FRANCESCO IN MONZA - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,MB,Monza,Lombardia,MB,Monza,"Calcio (a 7), Attività sportiva ginnastica finalizzata alla salute ed al fitness",calcio|fitness|ginnastica,CSI,103568,1
reg_9af6c337d7493d08,01993300670,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GUARDIA VOMANO,Abruzzo,TE,Notaresco,Abruzzo,TE,Notaresco,Calcio (a 11),calcio,CSI,10363,1
reg_e2d6aa96da328e02,95000560227,A.S.D. GRUPPO SPORTIVO BONDO,Trentino-Alto Adige/Südtirol,TN,Sella Giudicarie,Trentino-Alto Adige,TN,Sella Giudicarie,"Sci fondo, Atletica Leggera",atletica|sci,CSI,103636,1
reg_c1496252869aab65,95000820167,GRUPPO SPORTIVO ABELE MARINELLI A.S.D.,Lombardia,BG,Albino,Lombardia,BG,Albino,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7), Sci alpino, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallacanestro, Pallavolo, Sci fondo, Sci alpino, Ciclismo su strada, Judo, Pallapugno, Nordic e Fitwalking, Atletica Leggera, Corsa su strada, Ciclismo su strada, Cicloturismo, Mountain bike",arti_marziali|atletica|basket|calcio|ciclismo|fitness|ginnastica|sci|volley,CSI,103646,1
reg_4841501dc200125c,95000870188,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICA IRIENSE,Lombardia,PV,Voghera,Lombardia,PV,Voghera,"Atletica Leggera, Trail, Atletica Leggera, Corsa su strada",atletica,CSI|UISP,103650,1
reg_8aadd98dff50b831,01993470481,ESSECI NUOTO SOCIETA' SPORTIVA DILETTANTISTICA A R.L.,Toscana,FI,Calenzano,Toscana,FI,Calenzano,"Nuoto, Pallanuoto, Nuoto per salvamento, Nuoto Sincronizzato, Nuoto, Nuoto in acque libere (Fondo), Pallanuoto, Nuoto Sincronizzato, Nuoto",nuoto|pallanuoto,CSI|UISP,10366,1
reg_76122bfe4140a367,95001980168,POLISPORTIVA BOLGARE ASSOCIAZIONE SSPORTIVA DILETTANTISTICA,Lombardia,BG,Bolgare,Lombardia,BG,Bolgare,"Futsal (calcio da sala - calcio a 5), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo",calcio|fitness|ginnastica|volley,CSI,103683,1
reg_acb62dd4257cc304,95002380186,U.S. SCALO,Lombardia,PV,Voghera,Lombardia,PV,Voghera,"Atletica Leggera, Corsa su strada, Atletica Leggera",atletica,CSI|UISP,103691,1
reg_b933fb39552dcaae,95002440766,SOCIAZIONE SPORTIVA DILETTANTISTICA GYNNASIUM,Basilicata,PZ,Palazzo San Gervasio,Basilicata,PZ,Palazzo San Gervasio,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico)",fitness|ginnastica,CSI,103695,1
reg_ad23ec069e25a7f5,95006490221,POLISPORTIVA ASSOCIAZIONE DILETTANTISTICA CASTEL STENICO,Trentino-Alto Adige/Südtirol,TN,Stenico,Trentino-Alto Adige,TN,Stenico,Pallavolo,volley,CSI,103795,1
reg_5ca8b4f4e7a70fc1,95007520224,BRENTA NUOTO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Trentino-Alto Adige/Südtirol,TN,San Lorenzo Dorsino,Trentino-Alto Adige,TN,San Lorenzo Dorsino,"Pallanuoto, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Nuoto, Pallanuoto, Nuoto per salvamento, Nuoto, Nuoto in acque libere (Fondo)",nuoto|pallanuoto|sci,CSI,103821,1
reg_85f95c5de9268107,95007940133,ORIENTAMENTO SPORTIVO HANDICAPPATI ASSOCIAZIONE SPORTIVA DILETTANTISTICA ASSOCIAZIONE DI PROMOZIONE SOCIALE,Lombardia,CO,Como,Lombardia,CO,Como,Tennis Tavolo,tennis|tennistavolo,CSI,103832,1
reg_78d5556bd3d1331a,95008940611,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PIETRAMELARA,Campania,CE,Pietramelara,Campania,CE,Pietramelara,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7), Pallavolo, Pallavolo",calcio|volley,CSI|OPES,103864,1
reg_07a3b319469449d4,95009000613,VOLLEY SESSA,Campania,CE,Sessa Aurunca,Campania,CE,Sessa Aurunca,"Beach volley, Pallacanestro, Pallavolo, Taijiquan - Tui Shou",basket|volley,CSI,103865,1
reg_7e2d140a480844fc,95010770618,POLISPORTIVA MONDRAGONE A.S. DILETTANTISTICA,Campania,CE,Mondragone,Campania,CE,Mondragone,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI,103901,1
reg_4b778b32999a039c,01995750674,FLEXONPOINTE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Abruzzo,TE,Nereto,Abruzzo,TE,Nereto,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni",danza|fitness|ginnastica,CSI,10391,1
reg_ee60601fa2ca1188,01996090260,ASSOCIAZIONE SPORTIVA DILETTANTISTICA U.S. TREVIGNANO,Veneto,TV,Trevignano,Veneto,TV,Trevignano,"Pallacanestro, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Tennis Tavolo, Pallacanestro, Pallavolo, Tennis Tavolo, Atletica Leggera",atletica|basket|fitness|ginnastica|tennis|tennistavolo|volley,CSI|FIP,10394,1
reg_3ccb7aad2f05ee69,95012250130,GS NADIR BREGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,CO,Maslianico,Lombardia,CO,Maslianico,"Calcio (a 7), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo",calcio|fitness|ginnastica|volley,CSI,103952,1
reg_80a4beaa4f4f7615,95013440227,A.S.D. ATLETICA TIONE,Trentino-Alto Adige/Südtirol,TN,Tione di Trento,Trentino-Alto Adige,TN,Tione di Trento,"Atletica Leggera, Corsa orientamento, Indoor, Atletica Leggera, Corsa campestre, Corsa in montagna, Corsa su strada",atletica,CSI,103993,1
reg_1855c5a597ddf5b0,95014780613,ASSOCIAZIONE BICINCANTO NEL VULCANO,Campania,CE,Roccamonfina,Campania,CE,Roccamonfina,"E-bike, Ciclismo su strada, Cicloturismo",ciclismo,CSI,104037,1
reg_d4bf528b87cf07b2,01997410368,A.C. POZZA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Emilia-Romagna,MO,Maranello,Emilia-Romagna,MO,Maranello,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI,10411,1
reg_f95c768ca920d684,01997790348,ASSOCIAZIONE SPORTIVA DILETTANTISTICA B.C. VALTARESE 2000,Emilia-Romagna,PR,Borgo Val di Taro,Emilia-Romagna,PR,Borgo Val di Taro,"Pallacanestro, Pallacanestro",basket,CSI|FIP,10415,1
reg_d7732855ad5fd7c7,95017840653,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PALLANUOTO SALERNO,Campania,SA,Salerno,Campania,SA,Salerno,"Pallanuoto, Nuoto per salvamento, Nuoto, Nuoto in acque libere (Fondo), Pallanuoto, Nuoto",nuoto|pallanuoto,CSI,104167,1
reg_9e4e9ccbad4166d5,95018060186,A.S.D. TRIATHLON PAVESE,Lombardia,PV,Cura Carpignano,Lombardia,PV,Cura Carpignano,Atletica Leggera,atletica,CSI,104179,1
reg_8ce9c09d4f903504,95018280164,ASSOCIAZIONE POLISPORTIVA DI BEDULITA,Lombardia,BG,Bedulita,Lombardia,BG,Bedulita,"Calcio (a 11), Pallavolo",calcio|volley,CSI,104188,1
reg_c67c97846c837c57,95018900167,UNIONE SPORTIVA DILETTANTISTICA BONDO,Lombardia,BG,Albino,Lombardia,BG,Albino,"Calcio (a 11), Atletica Leggera",atletica|calcio,CSI,104217,1
reg_140a46319e56b954,95021060041,B.C. GATORS A.S.D.,Piemonte,CN,Savigliano,Piemonte,CN,Savigliano,"Pallacanestro, Pallacanestro",basket,CSI|FIP,104311,1
reg_aab0afa5c32e352a,95021620588,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""ANNA TOMASI"" JUDO CLUB COLLEFERRO",Lazio,RM,Colleferro,Lazio,RM,Colleferro,Judo,arti_marziali,CSI,104329,1
reg_47bfc6acd0e2a3b3,95023060049,A.S.D. B.C. CAYMANS,Piemonte,CN,Savigliano,Piemonte,CN,Savigliano,"Pallacanestro, Pallacanestro",basket,CSI|FIP,104378,1
reg_6b6f433b446cde69,95023610165,VIRTUS PALLACANESTRO GORLE ASS.SPORTIVA DILETT.,Lombardia,BG,Gorle,Lombardia,BG,Gorle,"Pallacanestro, Pallacanestro",basket,CSI|FIP,104395,1
reg_bcd774a3c8dceca1,95024990186,ATLETICA PAVESE,Lombardia,PV,Voghera,Lombardia,PV,Voghera,"Atletica Leggera, Indoor, Trail, Ultramaratona, Atletica Leggera, Corsa campestre, Corsa su strada, Calcio (a 7)",atletica|calcio,AICS|CSI,104459,1
reg_6b1087ab17765445,95025070582,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VIRTUS MONTEFORTINO,Lazio,RM,Artena,Lazio,RM,Artena,"Pallacanestro, Pallacanestro",basket,CSI,104463,1
reg_3c95a2763dd12b9c,02002390967,SOCIETA' SPORTIVA DILETTANTISTICA EFFETTO SPORT A R.L.,Lombardia,MB,Lesmo,Lombardia,MB,Lesmo,"Nuoto, Nuoto per salvamento, Nuoto Sincronizzato, Nuoto, Nuoto in acque libere (Fondo)",nuoto,CSI,10451,1
reg_aa6fe185d65eee7b,02002490353,VOLLEY MARCONI ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Emilia-Romagna,RE,Castelnovo di Sotto,Emilia-Romagna,RE,Castelnovo di Sotto,"Pallavolo, Pallavolo",volley,CSI|UISP,10452,1
reg_aeff811f22c42d82,95026900183,A.S.D. RUNNING OLTREPO',Lombardia,PV,Broni,Lombardia,PV,Broni,"Trial, Cycling for All e Master, Atletica Leggera, Corsa su strada, Atletica Leggera",atletica,CSI|UISP,104530,1
reg_cd67b1a582859738,95027710185,A.S.D. CIRCOLO ORATORIO SAN GIOVANNI BOSCO VARZI,Lombardia,PV,Varzi,Lombardia,PV,Varzi,Atletica Leggera,atletica,CSI,104549,1
reg_1f84c3974a51c154,02003440134,UNIONE SPORTIVA SAN MAURIZIO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,CO,Erba,Lombardia,CO,Erba,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Atletica Leggera, Corsa campestre, Corsa in montagna, Corsa su strada",atletica|fitness|ginnastica,CSI,10462,1
reg_1b8b7fcb8401e4e6,95034350587,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SCUOLA KARATE WADO RYU,Lazio,RM,Valmontone,Lazio,RM,Valmontone,Karate,arti_marziali,CSI,104679,1
reg_70c156fd37a2c0d8,95040010654,CLUB GRANATA MANLIO DI MASI A.S.D.,Campania,SA,Salerno,Campania,SA,Salerno,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Tennis, Padel",calcio|padel|tennis,CSI,104782,1
reg_8197fe99fe02ba26,02007320399,SIRIO BASKET RAVENNA A.S.D.,Emilia-Romagna,RA,Ravenna,Emilia-Romagna,RA,Ravenna,Pallacanestro,basket,CSI,10485,1
reg_bc9d6511654c6a7d,95045460169,SOCIETA' ALPINISTICA SERIATESE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,BG,Seriate,Lombardia,BG,Seriate,"Sci alpino, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Nordic e Fitwalking",fitness|ginnastica|sci,CSI,104918,1
reg_20d6f92ffe00b9f5,95048600167,U.S. MOZZO-SEZ.NE PALLAVOLO ASS.SPOR.DILETT.,Lombardia,BG,Mozzo,Lombardia,BG,Mozzo,Pallavolo,volley,CSI,104947,1
reg_6c745163b514ba37,02008331205,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VILLANOVA VOLLEY,Emilia-Romagna,BO,Castenaso,Emilia-Romagna,BO,Castenaso,"Pallavolo, Pallavolo, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo",fitness|ginnastica|volley,AICS|CSI|UISP,10496,1
reg_cb476de34cc8aa6b,95050340652,GRUPPO SPORTIVO M.CANONICO S.LORENZO ASS.SPORT.DILETTANTISTICA,Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Atletica Leggera",atletica|fitness|ginnastica,CSI,104975,1
reg_f188dd96afc0ec14,02009200201,A.S.D. BASKET 2000 SAN GIORGIO,Lombardia,MN,Mantova,Lombardia,MN,Mantova,"Pallacanestro, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallacanestro",basket|fitness|ginnastica,CSI|FIP,10502,1
reg_8e86f00bcb4bb7d1,95055310650,PECHEGNA KARATE CLUB,Campania,SA,Salerno,Campania,SA,Salerno,Karate,arti_marziali,CSI,105047,1
reg_851e2da8a5c60164,95062280243,ASSOCIAZIONE SPORTIVA DILETTANTISTICA AI WA KAN AIKIDO RYU,Veneto,VI,Monticello Conte Otto,Veneto,VI,Monticello Conte Otto,Aikido,,CSI,105148,1
reg_e9efb72fd5d63bc3,95064530652,GENITORI INSIEME A.S.D.,Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,"Calcio (a 11), Attività sportiva ginnastica finalizzata alla salute ed al fitness, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, Atletica Leggera, Ginnastica Ritmica, DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE COREOGRAFICHE Danze Etniche, Popolari e di Carattere: Tap Dance, Twist, Charleston, Belly Dance e danze tradizionali varie, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, DANZE COREOGRAFICHE Danze Freestyle: Synchro Dance, Choreographic Dance, Show Dance, Disco Dance, DANZE INTERNAZIONALI Danze Standard e Danze Latine: Valzer Inglese, Tango, Valzer Viennese, Slow Foxtrot, Quick Step, Samba, Cha Cha Cha, Rumba, Paso Doble, Jive, Combinata, Show Coppie e Formazioni, DANZE INTERNAZIONALI Danze Jazz: Rock'n Roll, Rock Acrobatico, Boogie Woogie, Swing Dance, Lindy Hop, Mixing Blues, Combinata, Show Coppie e Formazioni, DANZE NAZIONALI Liscio Unificato e Sala: Mazurka, Valzer Viennese, Polka, Valzer Lento, Tango, Foxtrot, Combinata, Show Coppie e Formazioni, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, DANZE REGIONALI Danze Folk e liscio Tradizionale: Mazurka, Valzer, Polka e altri balli tradizionali",atletica|calcio|danza|fitness|ginnastica|sci,CSEN|CSI,105170,1
reg_acb2098500e59f29,95064690167,ASSOCIAZIONE SPORTIVA DILETTANTISTICA KARATE-DO LA TORRE,Lombardia,BG,Torre Boldone,Lombardia,BG,Torre Boldone,Karate,arti_marziali,CSI,105172,1
reg_8cbf28c1737daacf,95064820657,A.S.D. CSI TENNIS TAVOLO CAVA,Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,"Tennis Tavolo, Tennis Tavolo, Atletica Leggera",atletica|tennis|tennistavolo,CSI,105177,1
reg_3812b00119504a91,00884730391,"""ASSOCIAZIONE DILETTANTISTICA PALLAVOLO MASSA LOMBARDA""",Emilia-Romagna,RA,Massa Lombarda,Emilia-Romagna,RA,Massa Lombarda,Pallavolo,volley,CSI,1052,1
reg_3da9614f7c251bc6,95067880658,POLISPORTIVA SIULP SOCIETA SPORTIVA DILETTANTISTICA A RESPONSABILITA LIMITATA,Campania,SA,Salerno,Campania,SA,Salerno,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7), Tennis Tavolo, Pattinaggio corsa, Beach volley, Attività ginnico-motorie acquatiche applicative alle discipline del nuoto, Skateboard, Pallacanestro, Nuoto, Pallavolo, Barche a chiglia, Canoa freestyle, Canottaggio, Atletica Leggera, Bridge, Padel",atletica|basket|calcio|canottaggio|nuoto|padel|pattinaggio|sci|tennis|tennistavolo|volley,CSI,105229,1
reg_99dc1f8e5a31c6ed,95072130651,CLUB PODISTI CAVA - PICENTINI,Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,"Calcio (a 11), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo, Ciclismo su strada, Atletica Leggera",atletica|calcio|ciclismo|fitness|ginnastica|volley,CSI,105293,1
reg_8b3b9eba01220730,95073020240,ASSOCIAZIONE SPORTIVA DILETTANTISTICA LEONIANA TENNIS TAVOLO,Veneto,VI,Vicenza,Veneto,VI,Vicenza,"Tennis Tavolo, Tennis Tavolo",tennis|tennistavolo,CSI,105309,1
reg_13f5e0b125f7415b,95074380247,NUOVO G.S. L' ARGINE BASKET 2001 ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Veneto,VI,Vicenza,Veneto,VI,Vicenza,"Pallacanestro, Pallacanestro",basket,CSI|FIP,105325,1
reg_60cd3749180c1b8a,00884970195,FORTES IN BELLO,Lombardia,CR,Soresina,Lombardia,CR,Soresina,"Cultura Fisica (Biathlon Atletico, Sviluppo Muscolare, Braccio di Ferro, Palestriadi, Power Games, attività con sovraccarichi e resistenze finalizzate al fitness e al benessere fisico), Ginnastica Artistica",fitness|ginnastica,CSI,1054,1
reg_b95852250dd45abe,95080030653,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""CENTRO OLIMPIA CAVESE"" ASD",Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Atletica Leggera, Ginnastica Ritmica, Ginnastica Artistica, Ginnastica Aerobica",atletica|fitness|ginnastica,CSI,105439,1
reg_540d33ffed19f2da,95081170656,CAMPANIA SPORT SOCIETA' SPORTIVA DILETTANTISTICA ARL,Campania,NA,Napoli,Campania,NA,Napoli,"Nuoto per salvamento, Nuoto, Nuoto in acque libere (Fondo), Pallanuoto, Nuoto",nuoto|pallanuoto,CSI,105478,1
reg_4e1641f119922aa7,95083200139,C S I LUISAGO,Lombardia,CO,Luisago,Lombardia,CO,Luisago,Calcio (a 11),calcio,CSI,105543,1
reg_5b35442307dbd13d,95083350132,G.A.S. 95 ASSOCIAZIONE SPORTIVA,Lombardia,CO,Montano Lucino,Lombardia,CO,Montano Lucino,Calcio (a 7),calcio,CSI,105549,1
reg_e92fe3b3fc051951,02012920357,ARCETO UNITED A.S.D.,Emilia-Romagna,RE,Scandiano,Emilia-Romagna,RE,Scandiano,Calcio (a 11),calcio,CSI,10555,1
reg_a4dd738b2582186a,95083400135,A.S.D. UNIONE SPORTIVA MULINI,Lombardia,CO,Uggiate con Ronago,Lombardia,CO,Uggiate con Ronago,"Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI,105550,1
reg_a4c184234f8908db,95083420133,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GRUPPO SPORTIVO RODERO,Lombardia,CO,Rodero,Lombardia,CO,Rodero,Calcio (a 7),calcio,CSI,105552,1
reg_65a05c3153366cd1,95083470138,ORATORIO SOLBIATE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,CO,Solbiate con Cagno,Lombardia,CO,Solbiate con Cagno,"Futsal (calcio da sala - calcio a 5), Calcio (a 7), Atletica Leggera",atletica|calcio,CSI,105554,1
reg_9bd95e86e156f4f4,95083480137,U.S.PRESTINO 1974 ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,CO,Como,Lombardia,CO,Como,"Futsal (calcio da sala - calcio a 5), Calcio (a 7), Attività sportiva ginnastica finalizzata alla salute ed al fitness",calcio|fitness|ginnastica,CSI,105555,1
reg_6c24a796adf5981c,95086100245,G.S. VICENZA EST A.S.D.,Veneto,VI,Vicenza,Veneto,VI,Vicenza,Attività sportiva ginnastica finalizzata alla salute ed al fitness,fitness|ginnastica,CSI,105637,1
reg_570576a80c72f920,02014310359,PRO LOCO PECORILE,Emilia-Romagna,RE,Vezzano sul Crostolo,Emilia-Romagna,RE,Vezzano sul Crostolo,"Ciclismo su strada, Cycling for All e Master, Cicloturismo, Atletica Leggera, Corsa su strada, Mountain bike, Ciclismo su strada",atletica|ciclismo,CSI|UISP,10573,1
reg_6fb8abca5caa52e4,95096820162,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CITTA' DI BERGAMO,Lombardia,BG,Bergamo,Lombardia,BG,Bergamo,Attività sportiva ginnastica finalizzata alla salute ed al fitness,fitness|ginnastica,CSI,105831,1
reg_5264d86bff2832c7,95098020241,A.P.D. ARCES ASSOCIAZIONE POLISPORTIVA DILETTANTISTICA,Veneto,VI,Barbarano Mossano,Veneto,VI,Barbarano Mossano,"Atletica Leggera, Corsa orientamento",atletica,CSI,105857,1
reg_63cb4d1892addf2f,95098070162,SOCIETA' SPORTIVA EXCELSIOR SEZIONE CALCIO ASD,Lombardia,BG,Bergamo,Lombardia,BG,Bergamo,Calcio (a 11),calcio,CSI,105859,1
reg_dd57ec58d932b7e1,95098520653,A.S.D. CAVA VOLLEY,Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,"Beach volley, Pallavolo",volley,CSI,105865,1
reg_9afc94637859b121,02015440189,I LEGIONARI ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,PV,Vigevano,Lombardia,PV,Vigevano,Calcio (a 11),calcio,CSI,10588,1
reg_0f4e2b4a3654003c,95099970659,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""A.S.ACQUATIC""",Campania,SA,Salerno,Campania,SA,Salerno,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Nuoto, Atletica Leggera",atletica|fitness|ginnastica|nuoto,CSI,105900,1
reg_634721aa07d75c44,02015860980,ASSOCIAZIONE DILETTANTISTICA POLISPORTIVA TRENZANESE,Lombardia,BS,Trenzano,Lombardia,BS,Trenzano,"Pattinaggio artistico, Pallavolo, Tennis, Tennis",pattinaggio|tennis|volley,CSEN|CSI,10591,1
reg_fb5d32b434880dff,95101130631,ASD SUNSHINE,Campania,NA,Napoli,Campania,NA,Napoli,"DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., DANZE INTERNAZIONALI Danze Freestyle: Danze Caraibiche (Salsa, Mambo, Merengue, Bachata, Combinata, Rueda), Danze Argentine (Tango, Vals, Milonga), Hustle, Show Coppie e Formazioni, Karate",arti_marziali|danza,CSI,105929,1
reg_e400ab11c5b619bb,95104350137,G.S. ARCO LOMAZZO A.S.D.,Lombardia,CO,Lomazzo,Lombardia,CO,Lomazzo,"Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI,106000,1
reg_7b6a4c8d21c87518,95105230163,POLISPORTIVA URGNANO A.S.D. A SCOPO NON DI LUCRO,Lombardia,BG,Urgnano,Lombardia,BG,Urgnano,"Calcio (a 11), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallacanestro, Pallavolo, 3D, Atletica Leggera",atletica|basket|calcio|fitness|ginnastica|volley,CSI,106018,1
reg_4de4ff89ea40b1ee,95108450248,AMICI DELL'ATLETICA VICENZA A.S.D.,Veneto,VI,Vicenza,Veneto,VI,Vicenza,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Atletica Leggera, Corsa su strada",atletica|fitness|ginnastica,CSI,106092,1
reg_42389a51832f6579,95108590167,POLISPORTIVA VIRTUS CEPINO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,BG,Sant'Omobono Terme,Lombardia,BG,Sant'Omobono Terme,Calcio (a 11),calcio,CSI,106095,1
reg_183240c8bfdfdd65,95110660651,NEW LATIN CLUB FOREVER ASD,Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,Attività sportiva ginnastica finalizzata alla salute ed al fitness,fitness|ginnastica,CSI,106142,1
reg_4820c4b0dd7c0cef,95111190161,U.S.V.S. ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,BG,Bergamo,Lombardia,BG,Bergamo,"Calcio (a 11), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallacanestro, Pallavolo, Pallacanestro, Ciclismo su strada, Judo, Nordic e Fitwalking",arti_marziali|basket|calcio|ciclismo|fitness|ginnastica|volley,CSI|FIP,106160,1
reg_10e74ff160c30c14,95113300164,PALLAVOLO TREVIOLO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,BG,Treviolo,Lombardia,BG,Treviolo,Pallavolo,volley,CSI,106224,1
reg_a8005a40407c2fe8,95115670135,LA SAMP - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,CO,Lurate Caccivio,Lombardia,CO,Lurate Caccivio,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo",fitness|ginnastica|volley,CSI,106282,1
reg_0a28f5cc6e0ed31d,95116260241,SPAZI VERDI ASS.SPORT. DILETT.,Veneto,VI,Bressanvido,Veneto,VI,Bressanvido,Atletica Leggera,atletica,CSI,106306,1
reg_1b5038bccd1bccd9,95117390658,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VGS - FITNESS,Campania,SA,Cava de' Tirreni,Campania,SA,Cava de' Tirreni,"Attività sportiva ginnastica finalizzata alla salute ed al fitness, Distensione su panca, Atletica Leggera, Ginnastica Aerobica",atletica|fitness|ginnastica,CSI,106355,1
reg_47df53277f69d9bb,00887630143,POLISPORTIVA SAN CASSIANO ASSOC.DILETT.,Lombardia,SO,Prata Camportaccio,Lombardia,SO,Prata Camportaccio,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Sci alpino, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo",calcio|fitness|ginnastica|sci|volley,CSI,1065,1
