registry_club_id,source,source_organism,source_club_id,name,normalized_name,fiscal_code,legal_type,region,province,municipality,representative_name,valid_until,registered_at,affiliation_code,sport_year_start,sport_year_end,supported_sports,detail_url
coni:113909,CONI,ASC|FIGC,113909,ASSOCIAZIONE POLISPORTIVA ICCARENSE DILETTANTISTICA,ASSOCIAZIONE POLISPORTIVA ICCARENSE DILETTANTISTICA,97082450822,Associazione senza personalità giuridica,Sicilia,PA,Capaci,"AMATO, ROSARIO",18/05/2026,21/10/2011,16966,28/01/2026,31/12/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=113909
coni:11392,CONI,FIGC,11392,F.C. SAN LAZZARO CALCIO SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,F C SAN LAZZARO CALCIO SOCIETA SPORTIVA DILETTANTISTICA A RESPONSABILITA LIMITATA,02092651203,Società a Responsabilità Limitata (SRL),Emilia-Romagna,BO,San Lazzaro di Savena,"CHIARELLO, GIUSEPPE",18/05/2026,25/01/2006,630204,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11392
coni:113924,CONI,CSI|FIGC,113924,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MESSINA 2006,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MESSINA 2006,97083900833,Associazione senza personalità giuridica,Sicilia,ME,Messina,"MARESCA, LUCIA",18/05/2026,19/12/2012,918441,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=113924
coni:113952,CONI,FIGC,113952,ASD WINNER BOYS PRESILA,ASD WINNER BOYS PRESILA,97085110795,Associazione senza personalità giuridica,Calabria,CZ,Petronà,"BERARDELLI, DANIELA GIUSEPPINA",18/05/2026,02/03/2016,944118,01/07/2025,30/06/2026,Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=113952
coni:114,CONI,FIGC,114,A.S.D. SAN GREGORIO,A S D SAN GREGORIO,00285460663,Associazione senza personalità giuridica,Abruzzo,AQ,L'Aquila,"CINQUE, MASSIMO",18/05/2026,17/09/2007,63000,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114
coni:11403,CONI,FIGC,11403,A.C. LIBERTAS ARGILE VIGOR PIEVE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,A C LIBERTAS ARGILE VIGOR PIEVE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,02093821201,Associazione senza personalità giuridica,Emilia-Romagna,BO,Castello d'Argile,"MAGLI, MAURIZIO",18/05/2026,10/02/2006,630460,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11403
coni:114037,CONI,AICS|FIGC,114037,A.S.D. ROSARIO CENTRAL,A S D ROSARIO CENTRAL,97090030830,Associazione senza personalità giuridica,Sicilia,ME,Messina,"FIUMANO', ROSARIO",18/05/2026,14/10/2009,964993,22/10/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114037
coni:114117,CONI,CSI|FIGC|UISP,114117,CENTRO SPORTIVO ROMANO BANCO A.S.D.,CENTRO SPORTIVO ROMANO BANCO A S D,97097700153,Associazione senza personalità giuridica,Lombardia,MI,Buccinasco,"VILLANI, GIUSEPPE",18/05/2026,02/01/2006,675965,01/07/2025,30/06/2026,Calcio|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114117
coni:11418,CONI,FIGC,11418,A.S.D. POLISPORTIVA CAFFARESE,A S D POLISPORTIVA CAFFARESE,02095250177,Associazione senza personalità giuridica,Lombardia,BS,Bagolino,"CARLINI, MARCO",18/05/2026,23/12/2008,69467,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11418
coni:114185,CONI,CSI|FIGC,114185,ASS.SPORTIVA DILETTANTISTICA AGA MESSINA,ASS SPORTIVA DILETTANTISTICA AGA MESSINA,97105110833,Associazione senza personalità giuridica,Sicilia,ME,Messina,"LA SPADA, CARMELO",18/05/2026,30/10/2012,936700,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114185
coni:114276,CONI,FIGC,114276,A.S.D. GIARRE CALCIO,A S D GIARRE CALCIO,97114550839,Associazione senza personalità giuridica,Sicilia,ME,Savoca,"SANTORO, MASSIMO",18/05/2026,06/10/2014,936786,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114276
coni:1143,CONI,FIGC,1143,ASSOCIAZIONE SPORTIVA DIL.VESCOVADO,ASSOCIAZIONE SPORTIVA DIL VESCOVADO,00909660524,Associazione senza personalità giuridica,Toscana,SI,Murlo,"CIANTI, TOMMASO",18/05/2026,15/01/2007,750414,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=1143
coni:114313,CONI,CSI|FIGC,114313,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F24 MESSINA,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F24 MESSINA,97117600839,Associazione senza personalità giuridica,Sicilia,ME,Messina,"COPPOLA, FRANCESCO",18/05/2026,07/11/2015,943091,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114313
coni:114333,CONI,FIGC,114333,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VILLAFRANCA BEACH SOCCER,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VILLAFRANCA BEACH SOCCER,97118090832,Associazione senza personalità giuridica,Sicilia,ME,Villafranca Tirrena,"PICCIOLO, GIACOMO",18/05/2026,12/01/2017,944507,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114333
coni:114344,CONI,FIGC|FIP,114344,A.S.D. DOMENICO SAVIO,A S D DOMENICO SAVIO,97118470836,Associazione senza personalità giuridica,Sicilia,ME,Messina,"MAISANO, NUNZIA",18/05/2026,16/02/2016,944172,01/07/2025,30/06/2026,Basket|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114344
coni:11435,CONI,FIGC,11435,A.S.D. CAPRIATESE,A S D CAPRIATESE,02096660069,Associazione senza personalità giuridica,Piemonte,AL,Capriata d'Orba,"BIANCHI, MATTIA",18/05/2026,10/09/2015,915925,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11435
coni:114350,CONI,FIGC,114350,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO FURCI,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO FURCI,97118590831,Associazione senza personalità giuridica,Sicilia,ME,Furci Siculo,"MARISCA, WALTER",18/05/2026,19/01/2016,944230,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114350
coni:114356,CONI,ASC|FIGC,114356,A.S.D. WISSER CLUB,A S D WISSER CLUB,97118920822,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"ALIOTTA, FRANCESCO",18/05/2026,02/11/2006,740273,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114356
coni:11437,CONI,FIGC,11437,A.S.D. CAMPAGNOLA DON BOSCO,A S D CAMPAGNOLA DON BOSCO,02096930967,Associazione senza personalità giuridica,Lombardia,MB,Lissone,"ZAPPA, MARZIANO",18/05/2026,20/10/2017,72579,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11437
coni:11438,CONI,FIGC,11438,ASS.SPORT.DILETT.PIANE MG,ASS SPORT DILETT PIANE MG,02097030445,Associazione senza personalità giuridica,Marche,FM,Montegiorgio,"COTINI, DOMENICO",18/05/2026,10/11/2011,934078,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11438
coni:114397,CONI,AICS|FIGC,114397,A.S.D. SAN PAOLO,A S D SAN PAOLO,97121300830,Associazione senza personalità giuridica,Sicilia,ME,Messina,"CENTO, SALVATORE",18/05/2026,06/09/2016,964645,08/09/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114397
coni:114401,CONI,CSI|FIGC,114401,A.S.D. VALDINISI CALCIO NIZZA,A S D VALDINISI CALCIO NIZZA,97121600833,Associazione senza personalità giuridica,Sicilia,ME,Alì Terme,"ROTONDO, GIACOMO",18/05/2026,30/09/2016,945215,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114401
coni:114402,CONI,AICS|FIGC,114402,A.S.D. REAL ITALA FRANCO ZAGAMI,A S D REAL ITALA FRANCO ZAGAMI,97121620831,Associazione senza personalità giuridica,Sicilia,ME,Itala,"BERLINGHIERI, CARMINE",18/05/2026,14/11/2016,945584,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114402
coni:114449,CONI,FIGC,114449,A.S.D. PARMONVAL,A S D PARMONVAL,97124770823,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"TAMAJO, ARISTIDE",18/05/2026,15/01/2008,910615,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114449
coni:114491,CONI,ASC|FIGC,114491,A.P.D.VILLABATE,A P D VILLABATE,97132550829,Associazione senza personalità giuridica,Sicilia,PA,Villabate,"CATALANO, CARMELA",18/05/2026,10/12/2014,740271,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114491
coni:114528,CONI,CSI|FIGC|UISP|US_ACLI,114528,A.S.D. G.S. BRESSO 4,A S D G S BRESSO 4,97145460156,Associazione senza personalità giuridica,Lombardia,MI,Bresso,"MERENDA, VITTORIO GABRIELE ANTONIO",18/05/2026,23/12/2005,100048,01/07/2025,30/06/2026,Basket|Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114528
coni:114533,CONI,FIGC,114533,POLISPORTIVA DILETTANTISTICA SPARTA PALERMO,POLISPORTIVA DILETTANTISTICA SPARTA PALERMO,97146350828,Associazione senza personalità giuridica,Sicilia,PA,Monreale,"SALAMONE, BERNARDINO",18/05/2026,09/11/2012,740287,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114533
coni:114756,CONI,FIGC,114756,A.S.D. CASARILE,A S D CASARILE,97196620153,Associazione senza personalità giuridica,Lombardia,MI,Casarile,"FERRAZZO, DAVIDE",18/05/2026,28/08/2014,675590,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114756
coni:114779,CONI,FIGC,114779,A.S.D. VALLE JATO CALCIO,A S D VALLE JATO CALCIO,97201770829,Associazione senza personalità giuridica,Sicilia,PA,San Cipirello,"PESCINA, SIMONE",18/05/2026,02/07/2009,916950,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114779
coni:11478,CONI,FIGC,11478,A.S.D. U.S. LIMITE E CAPRAIA,A S D U S LIMITE E CAPRAIA,02100800487,Associazione senza personalità giuridica,Toscana,FI,Capraia e Limite,"TRAMACERE FALCO, MAURIZIO",18/05/2026,28/10/2016,204226,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11478
coni:11486,CONI,FIGC,11486,A.S.D. VAL TENNA UNITED,A S D VAL TENNA UNITED,02101580443,Associazione senza personalità giuridica,Marche,FM,Montegiorgio,"RICCI, GIAMMARIO",18/05/2026,07/09/2011,955223,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11486
coni:114864,CONI,FIGC,114864,ASSOCIAZIONE SPORTIVA DILETTANTISTICA RAGGIO DI LUCE,ASSOCIAZIONE SPORTIVA DILETTANTISTICA RAGGIO DI LUCE,97215760824,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"RETTINO, ANNA MARIA",18/05/2026,10/07/2008,953542,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114864
coni:114865,CONI,CSI|FIGC,114865,A.S.D. SAN CRISOSTOMO,A S D SAN CRISOSTOMO,97216240156,Associazione senza personalità giuridica,Lombardia,MI,Milano,"CHIANCA, ROBERTO PASQUALE LUCIO",18/05/2026,22/02/2009,204321,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114865
coni:114878,CONI,ASC|FIGC,114878,ASSOCIAZIONE SPORTIVA PUNTOROSA,ASSOCIAZIONE SPORTIVA PUNTOROSA,97218490825,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"SIDOTI, GIUSEPPE",18/05/2026,05/06/2009,919704,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114878
coni:114916,CONI,CSI|FIGC,114916,UNIONE SPORTIVA ORIONE ASD,UNIONE SPORTIVA ORIONE ASD,97223930153,Associazione senza personalità giuridica,Lombardia,MI,Milano,"BORDINO, GIUSEPPE NICOLA ANGELO",18/05/2026,09/03/2010,02001560,07/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114916
coni:114945,CONI,ASC|FIGC,114945,A.S.D. CIRCOLO CULTURALE RIC SPORT ORATORIO SS.CIRO E GIORGIO,A S D CIRCOLO CULTURALE RIC SPORT ORATORIO SS CIRO E GIORGIO,97228830820,Associazione senza personalità giuridica,Sicilia,PA,Marineo,"CAMPISI, GIACOMO",18/05/2026,08/03/2010,931617,01/07/2025,30/06/2026,Basket|Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=114945
coni:1150,CONI,AICS|FIGC,1150,A.S.D. CALCIO PONTE NELLE ALPI,A S D CALCIO PONTE NELLE ALPI,00910500255,Associazione senza personalità giuridica,Veneto,BL,Ponte nelle Alpi,"COLLARIN, ENRICO",18/05/2026,03/02/2006,780529,01/07/2025,30/06/2026,Calcio|Futsal|Pallamano|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=1150
coni:115056,CONI,ASC|FIGC,115056,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SPORTING PALLAVICINO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SPORTING PALLAVICINO,97244650822,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"ENEA, GIUSEPPE",18/05/2026,06/05/2011,933148,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115056
coni:115082,CONI,ASC|FIGC,115082,A.S.D.C. TERZO TEMPO,A S D C TERZO TEMPO,97249000825,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"CILLUFFO, FORTUNATO",18/05/2026,23/09/2011,935316,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115082
coni:115090,CONI,ASC|FIGC,115090,FOOTBALL CLUB DILETTANTISTICO VIRTUS OLIMPIA 2010,FOOTBALL CLUB DILETTANTISTICO VIRTUS OLIMPIA 2010,97250950827,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"BARBARA, LIDIA",18/05/2026,25/11/2010,932949,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115090
coni:115094,CONI,FIGC,115094,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FLORIO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FLORIO,97251170821,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"LA BARBERA, GIROLAMO",18/05/2026,30/05/2013,933160,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115094
coni:115164,CONI,ASC|FIGC,115164,ASD MULTISPORT SOCCER ATLETICO SCELSA,ASD MULTISPORT SOCCER ATLETICO SCELSA,97260980822,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"NANFA, FABIO",18/05/2026,05/04/2012,950341,01/07/2025,30/06/2026,Basket|Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115164
coni:115180,CONI,CSI|FIGC,115180,A.S.D. ANIMOSA CIVITAS CORLEONE,A S D ANIMOSA CIVITAS CORLEONE,97264190824,Associazione senza personalità giuridica,Sicilia,PA,Corleone,"MAGGIO, MARIA SERENA",18/05/2026,01/02/2012,935083,01/07/2025,30/06/2026,Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115180
coni:11525,CONI,FIGC,11525,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PIANACCIO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PIANACCIO,02105100412,Associazione senza personalità giuridica,Marche,PU,Mondavio,"BRESCINI, ENRICO",18/05/2026,11/12/2009,700583,01/07/2025,30/06/2026,Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11525
coni:115280,CONI,FIGC,115280,ATHLETIC CLUB PALERMO SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,ATHLETIC CLUB PALERMO SOCIETA SPORTIVA DILETTANTISTICA A RESPONSABILITA LIMITATA,97278290826,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"CONTE, GAETANO",18/05/2026,17/12/2012,964265,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115280
coni:115283,CONI,ASC|FIGC,115283,"A.S.D. CALCIO "" CICCIO GALEOTO """,A S D CALCIO CICCIO GALEOTO,97278590829,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"VEGNA, GIUSEPPE",18/05/2026,25/10/2012,936242,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115283
coni:11535,CONI,CSI|FIGC,11535,CHICCO RAVAGLIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,CHICCO RAVAGLIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,02106021203,Associazione senza personalità giuridica,Emilia-Romagna,BO,Imola,"POLETTI, CLAUDIO",18/05/2026,09/10/2006,912833,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11535
coni:115359,CONI,ASC|FIGC,115359,SEVEN STARS ASD,SEVEN STARS ASD,97287880823,Associazione senza personalità giuridica,Sicilia,PA,Misilmeri,"UNITARIO, LEONARDO",18/05/2026,20/10/2014,953291,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115359
coni:115401,CONI,FIGC,115401,A.S.D. ATLETICO STELLA D'ORIENTE,A S D ATLETICO STELLA D ORIENTE,97291380828,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"GARGANO, TOMMASO",18/05/2026,26/08/2016,938087,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115401
coni:115411,CONI,FIGC,115411,A.S.D. FC ALCAMO 1928,A S D FC ALCAMO 1928,97291880827,Associazione senza personalità giuridica,Sicilia,TP,Alcamo,"MILOTTA, GIUSEPPE",18/05/2026,11/12/2013,938799,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115411
coni:115417,CONI,FIGC,115417,G.S.D. CALCIO RANGERS 1986,G S D CALCIO RANGERS 1986,97292170822,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"DI PASQUALE, GIUSEPPE",18/05/2026,16/12/2013,938686,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115417
coni:11543,CONI,CSI|FIGC,11543,A.S.D. PONTIDA BRIANTEA,A S D PONTIDA BRIANTEA,02107130169,Associazione senza personalità giuridica,Lombardia,BG,Pontida,"GIOIA, TARCISIO",18/05/2026,06/03/2007,80280,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11543
coni:11552,CONI,FIGC,11552,A.S.D. SAN DANIELE CALCIO,A S D SAN DANIELE CALCIO,02107630309,Associazione senza personalità giuridica,Friuli-Venezia Giulia,UD,San Daniele del Friuli,"DI GIORGIO, GUIDO",18/05/2026,13/03/2006,912419,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11552
coni:115528,CONI,FIGC,115528,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VIS PALERMO,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VIS PALERMO,97301260820,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"MISSERI, PAOLO",18/05/2026,03/11/2014,940887,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115528
coni:115603,CONI,CSI|FIGC,115603,A.S.D.C. CON PAOLO NELL'ISOLA CHE NON C'E',A S D C CON PAOLO NELL ISOLA CHE NON C E,97306340825,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"FIDICARO, VINCENZA",18/05/2026,28/04/2017,09000295,07/09/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115603
coni:115629,CONI,FIGC,115629,ASD MONREALE CALCIO A 5,ASD MONREALE CALCIO A 5,97308910823,Associazione senza personalità giuridica,Sicilia,PA,Monreale,"SABELLA, ANTONINO",18/05/2026,20/10/2017,943460,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115629
coni:115659,CONI,ASC|FIGC,115659,REAL PHOENIX ASSOCIAZIONE SPORTIVA DILETTANTISTICA,REAL PHOENIX ASSOCIAZIONE SPORTIVA DILETTANTISTICA,97311000828,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"SCIACCA, GAETANO",18/05/2026,20/10/2015,945877,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115659
coni:11568,CONI,CSI|FIGC,11568,G.S.O. AURORA TRESCORE-ASSOCIAZIONE SPORTIVA DILETTANTISTICA,G S O AURORA TRESCORE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,02109090163,Associazione senza personalità giuridica,Lombardia,BG,Trescore Balneario,"AGNELLI, MASSIMO",18/05/2026,10/03/2009,933808,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11568
coni:115769,CONI,ASC|FIGC,115769,ASD LERCARA,ASD LERCARA,97318930829,Associazione senza personalità giuridica,Sicilia,PA,Lercara Friddi,"SPARACELLO, LUIGI",18/05/2026,26/09/2016,945402,01/07/2025,30/06/2026,Basket|Calcio|Futsal|Volley,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115769
coni:115776,CONI,ASC|FIGC,115776,A.S.D. EMIRI,A S D EMIRI,97319180820,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"RAMPOLLA, ROBERTO",18/05/2026,01/09/2016,953186,01/07/2025,30/06/2026,Calcio|Futsal,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115776
coni:115891,CONI,FIGC,115891,A.S.D. CLUB P5 CRUILLAS,A S D CLUB P5 CRUILLAS,97325510820,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"ADAMI, ALFONSO",18/05/2026,05/07/2017,964885,16/10/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115891
coni:115930,CONI,FIGC,115930,DELFINI BLU,DELFINI BLU,97329080820,Associazione senza personalità giuridica,Sicilia,PA,Palermo,"DI MAIO, BLASCO",18/05/2026,11/09/2017,962361,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=115930
coni:11595,CONI,FIGC,11595,ASD US FOSSOMBRONE CALCIO,ASD US FOSSOMBRONE CALCIO,02111560419,Associazione senza personalità giuridica,Marche,PU,Fossombrone,"AGUZZI, ENRICO",18/05/2026,03/03/2006,912771,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=11595
coni:116071,CONI,FIGC,116071,FOOTBALL CLUB CAVALLINO BIANCO A.S.D.,FOOTBALL CLUB CAVALLINO BIANCO A S D,97360460154,Associazione senza personalità giuridica,Lombardia,MI,San Donato Milanese,"BIANCHI, SANTINO",18/05/2026,27/04/2006,675869,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=116071
coni:116245,CONI,FIGC,116245,A.C.D. PRO NOVATE,A C D PRO NOVATE,97399720156,Associazione senza personalità giuridica,Lombardia,MI,Novate Milanese,"ANGELICCHIO, ROBERTO",18/05/2026,05/08/2013,951413,01/07/2025,30/06/2026,Calcio,https://www.coni.it/it/registro-societa-sportive/home/registro-2-0/RegistroDettaglio.html?id_societa=116245
